precinct,office,party,mode,votes,city,county,candidate,district,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic
8,Governor,all others,total,1,Greenfield,Franklin,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
9,Governor,republican,total,374,Greenfield,Franklin,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
9,Governor,democrat,total,221,Greenfield,Franklin,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
9,Governor,blanks,total,17,Greenfield,Franklin,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
9,Governor,all others,total,1,Greenfield,Franklin,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1350,Groton,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,612,Groton,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,48,Groton,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,8,Groton,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1370,Groton,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,486,Groton,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,52,Groton,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,1,Groton,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,1331,Groton,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,516,Groton,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,62,Groton,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,1,Groton,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1285,Groveland,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,366,Groveland,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,63,Groveland,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,9,Groveland,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1349,Groveland,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,335,Groveland,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,77,Groveland,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,8,Groveland,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1571,Hadley,Hampshire,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,1154,Hadley,Hampshire,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,49,Hadley,Hampshire,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,7,Hadley,Hampshire,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1462,Halifax,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,370,Halifax,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,72,Halifax,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,16,Halifax,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1324,Halifax,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,384,Halifax,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,64,Halifax,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,3,Halifax,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1118,Hamilton,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,377,Hamilton,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,36,Hamilton,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,6,Hamilton,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1087,Hamilton,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,357,Hamilton,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,29,Hamilton,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,3,Hamilton,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,800,Hamilton,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,281,Hamilton,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,21,Hamilton,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,4,Hamilton,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,2017,Hampden,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,422,Hampden,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,80,Hampden,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,9,Hampden,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,217,Hancock,Berkshire,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,126,Hancock,Berkshire,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,15,Hancock,Berkshire,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,0,Hancock,Berkshire,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1501,Hanover,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,327,Hanover,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,71,Hanover,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,10,Hanover,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1509,Hanover,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,334,Hanover,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,78,Hanover,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,13,Hanover,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,1457,Hanover,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,340,Hanover,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,65,Hanover,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,11,Hanover,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,republican,total,1505,Hanover,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,democrat,total,316,Hanover,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,blanks,total,58,Hanover,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,all others,total,4,Hanover,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1385,Hanson,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,311,Hanson,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,71,Hanson,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,5,Hanson,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1367,Hanson,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,364,Hanson,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,87,Hanson,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,6,Hanson,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,1198,Hanson,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,329,Hanson,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,76,Hanson,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,5,Hanson,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,856,Hardwick,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,253,Hardwick,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,30,Hardwick,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,2,Hardwick,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,2019,Harvard,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,1211,Harvard,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,129,Harvard,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,13,Harvard,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1448,Harwich,Barnstable,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,469,Harwich,Barnstable,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,57,Harwich,Barnstable,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,9,Harwich,Barnstable,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1476,Harwich,Barnstable,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,430,Harwich,Barnstable,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,43,Harwich,Barnstable,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,5,Harwich,Barnstable,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,1448,Harwich,Barnstable,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,430,Harwich,Barnstable,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,48,Harwich,Barnstable,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,7,Harwich,Barnstable,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,republican,total,1220,Harwich,Barnstable,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,democrat,total,437,Harwich,Barnstable,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,blanks,total,36,Harwich,Barnstable,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,all others,total,3,Harwich,Barnstable,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1086,Hatfield,Hampshire,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,701,Hatfield,Hampshire,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,40,Hatfield,Hampshire,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,2,Hatfield,Hampshire,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-1,Governor,republican,total,377,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-1,Governor,democrat,total,246,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-1,Governor,blanks,total,14,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-1,Governor,all others,total,4,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-2,Governor,republican,total,591,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-2,Governor,democrat,total,399,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-2,Governor,blanks,total,29,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-2,Governor,all others,total,1,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-3,Governor,republican,total,570,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-3,Governor,democrat,total,256,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-3,Governor,blanks,total,27,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-3,Governor,all others,total,1,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-1,Governor,republican,total,620,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-1,Governor,democrat,total,310,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-1,Governor,blanks,total,33,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-1,Governor,all others,total,0,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-2,Governor,republican,total,791,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-2,Governor,democrat,total,242,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-2,Governor,blanks,total,32,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-2,Governor,all others,total,3,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-3,Governor,republican,total,374,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-3,Governor,democrat,total,253,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-3,Governor,blanks,total,18,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-3,Governor,all others,total,4,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-1,Governor,democrat,total,273,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-1,Governor,republican,total,234,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-1,Governor,blanks,total,9,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-1,Governor,all others,total,1,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-2,Governor,republican,total,455,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-2,Governor,democrat,total,289,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-2,Governor,blanks,total,12,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-2,Governor,all others,total,1,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-3,Governor,republican,total,526,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-3,Governor,democrat,total,303,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-3,Governor,blanks,total,17,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-3,Governor,all others,total,5,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-1,Governor,republican,total,961,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-1,Governor,democrat,total,265,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-1,Governor,blanks,total,52,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-1,Governor,all others,total,6,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-2,Governor,republican,total,1162,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-2,Governor,democrat,total,319,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-2,Governor,blanks,total,60,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-2,Governor,all others,total,6,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-3,Governor,republican,total,956,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-3,Governor,democrat,total,323,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-3,Governor,blanks,total,49,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-3,Governor,all others,total,6,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-1,Governor,republican,total,843,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-1,Governor,democrat,total,369,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-1,Governor,blanks,total,33,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-1,Governor,all others,total,5,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-2,Governor,republican,total,1063,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-2,Governor,democrat,total,284,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-2,Governor,blanks,total,55,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-2,Governor,all others,total,3,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-3,Governor,republican,total,1247,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-3,Governor,democrat,total,291,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-3,Governor,blanks,total,54,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-3,Governor,all others,total,8,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-1,Governor,republican,total,751,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-1,Governor,democrat,total,294,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-1,Governor,blanks,total,35,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-1,Governor,all others,total,2,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-2,Governor,republican,total,785,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-2,Governor,democrat,total,328,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-2,Governor,blanks,total,39,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-2,Governor,all others,total,4,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-3,Governor,republican,total,1011,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-3,Governor,democrat,total,294,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-3,Governor,blanks,total,40,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-3,Governor,all others,total,6,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-1,Governor,republican,total,972,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-1,Governor,democrat,total,322,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-1,Governor,blanks,total,44,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-1,Governor,all others,total,5,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-2,Governor,republican,total,817,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-2,Governor,democrat,total,280,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-2,Governor,blanks,total,37,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-2,Governor,all others,total,6,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-3,Governor,republican,total,1131,Haverhill,Essex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-3,Governor,democrat,total,312,Haverhill,Essex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-3,Governor,blanks,total,56,Haverhill,Essex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-3,Governor,all others,total,5,Haverhill,Essex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,110,Hawley,Franklin,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,60,Hawley,Franklin,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,2,Hawley,Franklin,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,0,Hawley,Franklin,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,210,Heath,Franklin,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,146,Heath,Franklin,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,14,Heath,Franklin,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,1,Heath,Franklin,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1416,Hingham,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,439,Hingham,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,50,Hingham,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,2,Hingham,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1499,Hingham,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,566,Hingham,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,73,Hingham,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,9,Hingham,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,1507,Hingham,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,530,Hingham,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,52,Hingham,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
