precinct,office,party,mode,votes,city,county,candidate,district,dataverse,year,stage,state,special,writein,state_po,state_fips,state_cen,state_ic
3,Governor,all others,total,1,Hingham,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,republican,total,1538,Hingham,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,democrat,total,412,Hingham,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,blanks,total,51,Hingham,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,all others,total,6,Hingham,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,republican,total,1117,Hingham,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,democrat,total,283,Hingham,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,blanks,total,52,Hingham,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,all others,total,5,Hingham,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5A,Governor,republican,total,717,Hingham,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5A,Governor,democrat,total,272,Hingham,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5A,Governor,blanks,total,18,Hingham,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5A,Governor,all others,total,0,Hingham,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6,Governor,republican,total,1473,Hingham,Plymouth,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6,Governor,democrat,total,424,Hingham,Plymouth,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6,Governor,blanks,total,80,Hingham,Plymouth,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6,Governor,all others,total,5,Hingham,Plymouth,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,557,Hinsdale,Berkshire,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,331,Hinsdale,Berkshire,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,34,Hinsdale,Berkshire,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,0,Hinsdale,Berkshire,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,730,Holbrook,Norfolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,323,Holbrook,Norfolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,38,Holbrook,Norfolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,8,Holbrook,Norfolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,879,Holbrook,Norfolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,277,Holbrook,Norfolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,47,Holbrook,Norfolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,2,Holbrook,Norfolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,819,Holbrook,Norfolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,257,Holbrook,Norfolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,49,Holbrook,Norfolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,4,Holbrook,Norfolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,republican,total,720,Holbrook,Norfolk,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,democrat,total,322,Holbrook,Norfolk,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,blanks,total,33,Holbrook,Norfolk,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,all others,total,7,Holbrook,Norfolk,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1409,Holden,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,415,Holden,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,40,Holden,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,4,Holden,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1476,Holden,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,422,Holden,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,61,Holden,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,3,Holden,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,1343,Holden,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,379,Holden,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,41,Holden,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,7,Holden,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,republican,total,1619,Holden,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,democrat,total,437,Holden,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,blanks,total,49,Holden,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,all others,total,1,Holden,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,republican,total,1529,Holden,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,democrat,total,456,Holden,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,blanks,total,57,Holden,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5,Governor,all others,total,1,Holden,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,891,Holland,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,227,Holland,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,32,Holland,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,1,Holland,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1522,Holliston,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,523,Holliston,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,52,Holliston,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,5,Holliston,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1420,Holliston,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,486,Holliston,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,49,Holliston,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,5,Holliston,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,1227,Holliston,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,522,Holliston,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,41,Holliston,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,3,Holliston,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,republican,total,1252,Holliston,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,democrat,total,444,Holliston,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,blanks,total,40,Holliston,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4,Governor,all others,total,4,Holliston,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-A,Governor,democrat,total,325,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-A,Governor,republican,total,163,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-A,Governor,blanks,total,13,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-A,Governor,all others,total,1,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-B,Governor,democrat,total,351,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-B,Governor,republican,total,225,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-B,Governor,blanks,total,7,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1-B,Governor,all others,total,0,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-A,Governor,republican,total,293,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-A,Governor,democrat,total,214,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-A,Governor,blanks,total,17,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-A,Governor,all others,total,1,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-B,Governor,democrat,total,268,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-B,Governor,republican,total,163,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-B,Governor,blanks,total,15,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2-B,Governor,all others,total,0,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-A,Governor,republican,total,477,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-A,Governor,democrat,total,419,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-A,Governor,blanks,total,28,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-A,Governor,all others,total,0,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-B,Governor,republican,total,798,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-B,Governor,democrat,total,376,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-B,Governor,blanks,total,35,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3-B,Governor,all others,total,0,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-A,Governor,democrat,total,279,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-A,Governor,republican,total,161,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-A,Governor,blanks,total,7,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-A,Governor,all others,total,0,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-B,Governor,democrat,total,427,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-B,Governor,republican,total,314,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-B,Governor,blanks,total,20,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
4-B,Governor,all others,total,2,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-A,Governor,republican,total,1159,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-A,Governor,democrat,total,332,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-A,Governor,blanks,total,64,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-A,Governor,all others,total,0,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-B,Governor,republican,total,584,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-B,Governor,democrat,total,330,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-B,Governor,blanks,total,36,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
5-B,Governor,all others,total,2,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-A,Governor,republican,total,432,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-A,Governor,democrat,total,301,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-A,Governor,blanks,total,18,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-A,Governor,all others,total,3,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-B,Governor,republican,total,552,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-B,Governor,democrat,total,443,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-B,Governor,blanks,total,36,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
6-B,Governor,all others,total,3,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-A,Governor,republican,total,973,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-A,Governor,democrat,total,462,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-A,Governor,blanks,total,53,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-A,Governor,all others,total,5,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-B,Governor,republican,total,695,Holyoke,Hampden,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-B,Governor,democrat,total,530,Holyoke,Hampden,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-B,Governor,blanks,total,39,Holyoke,Hampden,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
7-B,Governor,all others,total,0,Holyoke,Hampden,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,2210,Hopedale,Worcester,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,599,Hopedale,Worcester,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,57,Hopedale,Worcester,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,19,Hopedale,Worcester,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,republican,total,1602,Hopkinton,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,democrat,total,567,Hopkinton,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,blanks,total,44,Hopkinton,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
1,Governor,all others,total,5,Hopkinton,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,republican,total,1447,Hopkinton,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,democrat,total,463,Hopkinton,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,blanks,total,41,Hopkinton,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
2,Governor,all others,total,1,Hopkinton,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,republican,total,1456,Hopkinton,Middlesex,Baker and Polito,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,democrat,total,439,Hopkinton,Middlesex,Gonzalez and Palfrey,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,blanks,total,44,Hopkinton,Middlesex,Blanks,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
3,Governor,all others,total,1,Hopkinton,Middlesex,All Others,statewide,state,2018,gen,Massachusetts,False,False,MA,25,14,3
