school	county	school_new	county_new	"##=IF(ISERROR(MATCH(F2,A:A,0)),""Not found"",""Found"")"
BRIDGEPREP ACADEMY SOUTH	MIAMI-DADE	BRIDGEPREP ACADEMY SOUTH	MIAMI-DADE	
BRILLIANT BEGINNING LEARNING CENTER	MIAMI-DADE	BRILLIANT BEGINNING LEARNING CENTER	MIAMI-DADE	
BRITO MIAMI PRIVATE SCHOOL	MIAMI-DADE	BRITO MIAMI PRIVATE SCHOOL	MIAMI-DADE	
BROADMOOR ELEMENTARY SCHOOL	MIAMI-DADE	BROADMOOR ELEMENTARY SCHOOL	MIAMI-DADE	
BROWNSVILLE MIDDLE SCHOOL	MIAMI-DADE	BROWNSVILLE MIDDLE SCHOOL	MIAMI-DADE	
BRUCIE BALL EDUCATIONAL CENTER	MIAMI-DADE	BRUCIE BALL EDUCATIONAL CENTER	MIAMI-DADE	
BUNCHE PARK ELEMENTARY SCHOOL	MIAMI-DADE	BUNCHE PARK ELEMENTARY SCHOOL	MIAMI-DADE	
C. G. BETHEL HIGH SCHOOL	MIAMI-DADE	C. G. BETHEL HIGH SCHOOL	MIAMI-DADE	
CALUSA ELEMENTARY SCHOOL	MIAMI-DADE	CALUSA ELEMENTARY SCHOOL	MIAMI-DADE	
CALUSA PREPARATORY SCHOOL	MIAMI-DADE	CALUSA PREPARATORY SCHOOL	MIAMI-DADE	
CAMPBELL DRIVE K-8 CENTER	MIAMI-DADE	CAMPBELL DRIVE K-8 CENTER	MIAMI-DADE	
CARE ELEMENTARY SCHOOL	MIAMI-DADE	CARE ELEMENTARY SCHOOL	MIAMI-DADE	
CARIBBEAN K-8 CENTER	MIAMI-DADE	CARIBBEAN K-8 CENTER	MIAMI-DADE	
CAROL CITY ELEMENTARY SCHOOL	MIAMI-DADE	CAROL CITY ELEMENTARY SCHOOL	MIAMI-DADE	
CAROL CITY MIDDLE SCHOOL	MIAMI-DADE	CAROL CITY MIDDLE SCHOOL	MIAMI-DADE	
CARPE DIEM ACADEMIA INC.	MIAMI-DADE	CARPE DIEM ACADEMIA INC	MIAMI-DADE	
CARPE DIEM ACADEMIA LITTLE HAVANA	MIAMI-DADE	CARPE DIEM ACADEMIA LITTLE HAVANA	MIAMI-DADE	
CARRIE P. MEEK/WESTVIEW K-8 CENTER	MIAMI-DADE	CARRIE P. MEEK/WESTVIEW K-8 CENTER	MIAMI-DADE	
CARROLLTON SCHOOL OF THE SACRED HEART	MIAMI-DADE	CARROLLTON SCHOOL OF THE SACRED HEART	MIAMI-DADE	
CASA DEI BAMBINI MONTESSORI SCHOOL	MIAMI-DADE	CASA DEI BAMBINI MONTESSORI SCHOOL	MIAMI-DADE	
CATTOIRA MONTESSORI SCHOOL	MIAMI-DADE	CATTOIRA MONTESSORI SCHOOL	MIAMI-DADE	
CBT COLLEGE – FLAGLER MAIN	MIAMI-DADE	CBT COLLEGE – FLAGLER MAIN	MIAMI-DADE	
CBT COLLEGE HIALEAH	MIAMI-DADE	CBT COLLEGE HIALEAH	MIAMI-DADE	
CELEBRITY SCHOOL OF BEAUTY	MIAMI-DADE	CELEBRITY SCHOOL OF BEAUTY	MIAMI-DADE	
CENTER FOR INTERNATIONAL EDUCATION A CAMBRIDGE ASSO	MIAMI-DADE	CENTER FOR INTERNATIONAL EDUCATION A CAMBRIDGE ASSO	MIAMI-DADE	
CENTNER ACADEMY - ELEMENTARY SCHOOL	MIAMI-DADE	CENTNER ACADEMY - ELEMENTARY SCHOOL	MIAMI-DADE	
CENTNER ACADEMY - MIDDLE AND HIGH SCHOOLS	MIAMI-DADE	CENTNER ACADEMY - MIDDLE AND HIGH SCHOOLS	MIAMI-DADE	
CENTNER ACADEMY - PRESCHOOL	MIAMI-DADE	CENTNER ACADEMY - PRESCHOOL	MIAMI-DADE	
CENTRO CAMPESINO FARMWORKER CENTER	MIAMI-DADE	CENTRO CAMPESINO FARMWORKER CENTER	MIAMI-DADE	
CENTRO MATER WEST II	MIAMI-DADE	CENTRO MATER WEST II	MIAMI-DADE	
CHAMBERS HIGH SCHOOL	MIAMI-DADE	CHAMBERS HIGH SCHOOL	MIAMI-DADE	
CHAMPAGNAT CATHOLIC SCHOOL OF HIALEAH	MIAMI-DADE	CHAMPAGNAT CATHOLIC SCHOOL OF HIALEAH	MIAMI-DADE	
CHANTY LEARNING CENTER DBA WE LOVE KIDS	MIAMI-DADE	CHANTY LEARNING CENTER DBA WE LOVE KIDS	MIAMI-DADE	
CHAPMAN PARTNERSHIP EARLY CHILDHOOD CENTER SOUTH	MIAMI-DADE	CHAPMAN PARTNERSHIP EARLY CHILDHOOD CENTER SOUTH	MIAMI-DADE	
CHARLES DAVID WYCHE JR ELEMENTARY SCHOOL	MIAMI-DADE	CHARLES DAVID WYCHE JR ELEMENTARY SCHOOL	MIAMI-DADE	
CHARLES DAVID WYCHE, JR ELEMENTARY SCHOOL	MIAMI-DADE	CHARLES DAVID WYCHE JR ELEMENTARY SCHOOL	MIAMI-DADE	
CHARLES R DREW K-8 CENTER	MIAMI-DADE	CHARLES R DREW K-8 CENTER	MIAMI-DADE	
CHARLES R HADLEY ELEMENTARY SCHOOL	MIAMI-DADE	CHARLES R HADLEY ELEMENTARY SCHOOL	MIAMI-DADE	
CHARTER HIGH SCHOOL OF THE AMERICAS	MIAMI-DADE	CHARTER HIGH SCHOOL OF THE AMERICAS	MIAMI-DADE	
CHILDREN'S PARADISE LEARNING CENTER 5	MIAMI-DADE	CHILDREN'S PARADISE LEARNING CENTER 5	MIAMI-DADE	
CHILDREN'S PARADISE LEARNING CENTER 6 INC.	MIAMI-DADE	CHILDREN'S PARADISE LEARNING CENTER 6 INC	MIAMI-DADE	
CHILDREN'S PARADISE LEARNING CENTER INC 4	MIAMI-DADE	CHILDREN'S PARADISE LEARNING CENTER INC 4	MIAMI-DADE	
CHILDREN'S PARADISE LEARNING CENTER INC.	MIAMI-DADE	CHILDREN'S PARADISE LEARNING CENTER INC	MIAMI-DADE	
CHILDREN'S PARADISE LEARNING CENTER.INC	MIAMI-DADE	CHILDREN'S PARADISE LEARNING CENTER INC	MIAMI-DADE	
CHILDREN'S PLACE LEARNING CENTER	MIAMI-DADE	CHILDREN'S PLACE LEARNING CENTER	MIAMI-DADE	
CHILDREN'S RAINBOW DAYSCHOOL ACADEMY	MIAMI-DADE	CHILDREN'S RAINBOW DAYSCHOOL ACADEMY	MIAMI-DADE	
CHILDREN'S RESOURCES	MIAMI-DADE	CHILDREN'S RESOURCES	MIAMI-DADE	
CHILDRENS CHRISTIAN SCHOOLHOUSE	MIAMI-DADE	CHILDRENS CHRISTIAN SCHOOLHOUSE	MIAMI-DADE	
CHILDRENS PARADISE LEARNING CENTER 3	MIAMI-DADE	CHILDREN'S PARADISE LEARNING CENTER 3	MIAMI-DADE	
CHRIST CHILDREN ACADEMY	MIAMI-DADE	CHRIST CHILDREN ACADEMY	MIAMI-DADE	
CHRIST FELLOWSHIP ACADEMY	MIAMI-DADE	CHRIST FELLOWSHIP ACADEMY	MIAMI-DADE	
CHRISTINA M. EVE ELEMENTARY SCHOOL	MIAMI-DADE	CHRISTINA M. EVE ELEMENTARY SCHOOL	MIAMI-DADE	
CHRISTOPHER COLUMBUS HIGH SCHOOL	MIAMI-DADE	CHRISTOPHER COLUMBUS HIGH SCHOOL	MIAMI-DADE	
CINDERELLA SCHOOL	MIAMI-DADE	CINDERELLA SCHOOL	MIAMI-DADE	
CITI CHRISTIAN ACADEMY	MIAMI-DADE	CITI CHRISTIAN ACADEMY	MIAMI-DADE	
CITRUS GROVE ELEMENTARY SCHOOL	MIAMI-DADE	CITRUS GROVE ELEMENTARY SCHOOL	MIAMI-DADE	
CITRUS GROVE MIDDLE SCHOOL	MIAMI-DADE	CITRUS GROVE MIDDLE SCHOOL	MIAMI-DADE	
CITY OF HIALEAH EDUCATION ACADEMY	MIAMI-DADE	CITY OF HIALEAH EDUCATION ACADEMY	MIAMI-DADE	
CLAUDE PEPPER ELEMENTARY SCHOOL	MIAMI-DADE	CLAUDE PEPPER ELEMENTARY SCHOOL	MIAMI-DADE	
COCONUT GROVE ELEMENTARY SCHOOL	MIAMI-DADE	COCONUT GROVE ELEMENTARY SCHOOL	MIAMI-DADE	
COCONUT GROVE MONTESSORI SCHOOL	MIAMI-DADE	COCONUT GROVE MONTESSORI SCHOOL	MIAMI-DADE	
COCONUT PALM K-8 ACADEMY	MIAMI-DADE	COCONUT PALM K-8 ACADEMY	MIAMI-DADE	
COLONIAL CHRISTIAN SCHOOL	MIAMI-DADE	COLONIAL CHRISTIAN SCHOOL	MIAMI-DADE	
COLONIAL DRIVE ELEMENTARY SCHOOL	MIAMI-DADE	COLONIAL DRIVE ELEMENTARY SCHOOL	MIAMI-DADE	
COMSTOCK ELEMENTARY SCHOOL	MIAMI-DADE	COMSTOCK ELEMENTARY SCHOOL	MIAMI-DADE	
CONCHITA ESPINOSA ACADEMY	MIAMI-DADE	CONCHITA ESPINOSA ACADEMY	MIAMI-DADE	
CONCORDIA LUTHERAN SCHOOL	MIAMI-DADE	CONCORDIA LUTHERAN SCHOOL	MIAMI-DADE	
COPE CENTER NORTH	MIAMI-DADE	COPE CENTER NORTH	MIAMI-DADE	
CORAL GABLES PREPARATORY ACADEMY	MIAMI-DADE	CORAL GABLES PREPARATORY ACADEMY	MIAMI-DADE	
CORAL GABLES SENIOR HIGH ADULT EDUCATION	MIAMI-DADE	CORAL GABLES SENIOR HIGH ADULT EDUCATION	MIAMI-DADE	
CORAL GABLES SENIOR HIGH SCHOOL	MIAMI-DADE	CORAL GABLES SENIOR HIGH SCHOOL	MIAMI-DADE	
CORAL PARK CHRISTIAN ACADEMY	MIAMI-DADE	CORAL PARK CHRISTIAN ACADEMY	MIAMI-DADE	
CORAL PARK ELEMENTARY SCHOOL	MIAMI-DADE	CORAL PARK ELEMENTARY SCHOOL	MIAMI-DADE	
CORAL REEF ELEMENTARY SCHOOL	MIAMI-DADE	CORAL REEF ELEMENTARY SCHOOL	MIAMI-DADE	
CORAL REEF MONTESSORI ACADEMY CHAPTER	MIAMI-DADE	CORAL REEF MONTESSORI ACADEMY CHAPTER	MIAMI-DADE	
CORAL REEF MONTESSORI ACADEMY CHARTER	MIAMI-DADE	CORAL REEF MONTESSORI ACADEMY CHARTER	MIAMI-DADE	
CORAL REEF SENIOR HIGH SCHOOL	MIAMI-DADE	CORAL REEF SENIOR HIGH SCHOOL	MIAMI-DADE	
CORAL TERRACE ELEMENTARY SCHOOL	MIAMI-DADE	CORAL TERRACE ELEMENTARY SCHOOL	MIAMI-DADE	
CORAL WAY K-8 CENTER	MIAMI-DADE	CORAL WAY K-8 CENTER	MIAMI-DADE	
COUNTRY CLUB MIDDLE SCHOOL	MIAMI-DADE	COUNTRY CLUB MIDDLE SCHOOL	MIAMI-DADE	
CRESTVIEW ELEMENTARY SCHOOL	MIAMI-DADE	CRESTVIEW ELEMENTARY SCHOOL	MIAMI-DADE	
CRISDA CHRISTIAN ACADEMY INC.	MIAMI-DADE	CRISDA CHRISTIAN ACADEMY INC	MIAMI-DADE	
CRYSTAL ACADEMY PRIMARY SCHOOL CAPS INTERN	MIAMI-DADE	CRYSTAL ACADEMY PRIMARY SCHOOL CAPS INTERN	MIAMI-DADE	
CUTLER BAY CHRISTIAN ACADEMY	MIAMI-DADE	CUTLER BAY CHRISTIAN ACADEMY	MIAMI-DADE	
CUTLER BAY MIDDLE	MIAMI-DADE	CUTLER BAY MIDDLE SCHOOL	MIAMI-DADE	
CUTLER BAY SENIOR HIGH SCHOOL	MIAMI-DADE	CUTLER BAY SENIOR HIGH SCHOOL	MIAMI-DADE	
CUTLER RIDGE CHRISTIAN ACADEMY	MIAMI-DADE	CUTLER RIDGE CHRISTIAN ACADEMY	MIAMI-DADE	
CUTLER RIDGE ELEMENTARY SCHOOL	MIAMI-DADE	CUTLER RIDGE ELEMENTARY SCHOOL	MIAMI-DADE	
CYPRESS K-8 CENTER	MIAMI-DADE	CYPRESS K-8 CENTER	MIAMI-DADE	
DADE ALPER JEWISH COMMUNITY CENTER	MIAMI-DADE	DADE ALPER JEWISH COMMUNITY CENTER	MIAMI-DADE	
DADE CHRISTIAN SCHOOL	MIAMI-DADE	DADE CHRISTIAN SCHOOL	MIAMI-DADE	
DADE DISTRICT OFFICE	MIAMI-DADE	DADE DISTRICT OFFICE	MIAMI-DADE	
DANTE B. FASCELL ELEMENTARY SCHOOL	MIAMI-DADE	DANTE B. FASCELL ELEMENTARY SCHOOL	MIAMI-DADE	
DAVID FAIRCHILD ELEMENTARY SCHOOL	MIAMI-DADE	DAVID FAIRCHILD ELEMENTARY SCHOOL	MIAMI-DADE	
DAVID LAWRENCE JR. K-8 CENTER	MIAMI-DADE	DAVID LAWRENCE JR. K-8 CENTER	MIAMI-DADE	
DESIGN & ARCHITECTURE SENIOR HIGH	MIAMI-DADE	DESIGN & ARCHITECTURE SENIOR HIGH	MIAMI-DADE	
DEVON AIRE K-8 CENTER	MIAMI-DADE	DEVON AIRE K-8 CENTER	MIAMI-DADE	
DIAMOND MINDS TRANSFORMATIONAL LEADERSHIP A	MIAMI-DADE	DIAMOND MINDS TRANSFORMATIONAL LEADERSHIP ACADEMY	MIAMI-DADE	
DISCOVER MONTESSORI ACADEMY	MIAMI-DADE	DISCOVER MONTESSORI ACADEMY	MIAMI-DADE	
DISCOVER MONTESSORI ACADEMY-PSN	MIAMI-DADE	DISCOVER MONTESSORI ACADEMY	MIAMI-DADE	
DIVINE SAVIOR LUTHERAN ACADEMY	MIAMI-DADE	DIVINE SAVIOR LUTHERAN ACADEMY	MIAMI-DADE	
DIVINE SAVIOR SCHOOL	MIAMI-DADE	DIVINE SAVIOR SCHOOL	MIAMI-DADE	
DOCTORS CHARTER SCHOOL OF MIAMI SHORES	MIAMI-DADE	DOCTORS CHARTER SCHOOL OF MIAMI SHORES	MIAMI-DADE	
DON SOFFER AVENTURA HIGH SCHOOL	MIAMI-DADE	DON SOFFER AVENTURA HIGH SCHOOL	MIAMI-DADE	
DORAL ACADEMY	MIAMI-DADE	DORAL ACADEMY	MIAMI-DADE	
DORAL ACADEMY CHARTER HIGH SCHOOL	MIAMI-DADE	DORAL ACADEMY CHARTER HIGH SCHOOL	MIAMI-DADE	
DORAL ACADEMY CHARTER MIDDLE SCHOOL	MIAMI-DADE	DORAL ACADEMY CHARTER MIDDLE SCHOOL	MIAMI-DADE	
DORAL ACADEMY OF TECHNOLOGY	MIAMI-DADE	DORAL ACADEMY OF TECHNOLOGY	MIAMI-DADE	
DORAL INTERNATIONAL ACADEMY OF MATH AND SCIENCE	MIAMI-DADE	DORAL INTERNATIONAL ACADEMY OF MATH AND SCIENCE	MIAMI-DADE	
DORAL PERFORMING ARTS & ENTERTAINMENT ACADEMY	MIAMI-DADE	DORAL PERFORMING ARTS & ENTERTAINMENT ACADEMY	MIAMI-DADE	
DOROTHY M. WALLACE COPE CENTER	MIAMI-DADE	DOROTHY M. WALLACE COPE CENTER	MIAMI-DADE	
DOWNTOWN DORAL CHARTER ELEMENTARY SCHOOL	MIAMI-DADE	DOWNTOWN DORAL CHARTER ELEMENTARY SCHOOL	MIAMI-DADE	
DOWNTOWN DORAL CHARTER UPPER SCHOOL	MIAMI-DADE	DOWNTOWN DORAL CHARTER UPPER SCHOOL	MIAMI-DADE	
DOWNTOWN MIAMI CHARTER SCHOOL	MIAMI-DADE	DOWNTOWN MIAMI CHARTER SCHOOL	MIAMI-DADE	
DR. CARLOS J. FINLAY ELEMENTARY	MIAMI-DADE	DR. CARLOS J. FINLAY ELEMENTARY SCHOOL	MIAMI-DADE	
DR. EDWARD L. WHIGHAM ELEMENTARY SCHOOL	MIAMI-DADE	DR. EDWARD L. WHIGHAM ELEMENTARY SCHOOL	MIAMI-DADE	
DR. FREDERICA S. WILSON/SKYWAY ELEMENTARY SCHOOL	MIAMI-DADE	DR. FREDERICA S. WILSON/SKYWAY ELEMENTARY SCHOOL	MIAMI-DADE	
DR. GILBERT L. PORTER ELEMENTARY SCHOOL	MIAMI-DADE	DR. GILBERT L. PORTER ELEMENTARY SCHOOL	MIAMI-DADE	
DR. HENRY E. PERRINE ACADEMY OF THE ARTS	MIAMI-DADE	DR. HENRY E. PERRINE ACADEMY OF THE ARTS	MIAMI-DADE	
DR. HENRY W. MACK/WEST LITTLE RIVER K-8 CENTER	MIAMI-DADE	DR. HENRY W. MACK/WEST LITTLE RIVER K-8 CENTER	MIAMI-DADE	
DR. MANUEL C. BARREIRO ELEMENTARY SCHOOL	MIAMI-DADE	DR. MANUEL C. BARREIRO ELEMENTARY SCHOOL	MIAMI-DADE	
DR. MARVIN DUNN ACADEMY FOR COMMUNITY EDUCATION.	MIAMI-DADE	DR. MARVIN DUNN ACADEMY FOR COMMUNITY EDUCATION.	MIAMI-DADE	
DR. MICHAEL M. KROP SENIOR HIGH	MIAMI-DADE	DR. MICHAEL M. KROP SENIOR HIGH	MIAMI-DADE	
DR. MICHAEL M. KROP SENIOR HIGH (MIAMI)	MIAMI-DADE	DR. MICHAEL M. KROP SENIOR HIGH	MIAMI-DADE	
DR. ROBERT B. INGRAM ELEMENTARY SCHOOL	MIAMI-DADE	DR. ROBERT B. INGRAM ELEMENTARY SCHOOL	MIAMI-DADE	
DR. ROLANDO ESPINOSA K-8 CENTER	MIAMI-DADE	DR. ROLANDO ESPINOSA K-8 CENTER	MIAMI-DADE	
DR. TONI BILBAO PREPARATORY ACADEMY	MIAMI-DADE	DR. TONI BILBAO PREPARATORY ACADEMY	MIAMI-DADE	
DR. WILLIAM A. CHAPMAN ELEMENTARY SCHOOL	MIAMI-DADE	DR. WILLIAM A. CHAPMAN ELEMENTARY SCHOOL	MIAMI-DADE	
E.W.F. STIRRUP ELEMENTARY SCHOOL	MIAMI-DADE	E.W.F. STIRRUP ELEMENTARY SCHOOL	MIAMI-DADE	
EARLINGTON HEIGHTS ELEMENTARY	MIAMI-DADE	EARLINGTON HEIGHTS ELEMENTARY SCHOOL	MIAMI-DADE	
EARLINGTON HEIGHTS ELEMENTARY SCHOOL	MIAMI-DADE	EARLINGTON HEIGHTS ELEMENTARY SCHOOL	MIAMI-DADE	
EARLY CHILDHOOD CENTER	MIAMI-DADE	EARLY CHILDHOOD CENTER	MIAMI-DADE	
EARLY STEP LEARNING CENTER	MIAMI-DADE	EARLY STEP LEARNING CENTER	MIAMI-DADE	
EARLY YEARS ACADEMY	MIAMI-DADE	EARLY YEARS ACADEMY	MIAMI-DADE	
EASTER SEALS ACADEMY	MIAMI-DADE	EASTER SEALS ACADEMY	MIAMI-DADE	
EBENEZER CHRISTIAN ACADEMY	MIAMI-DADE	EBENEZER CHRISTIAN ACADEMY	MIAMI-DADE	
EBENEZER DAY CARE	MIAMI-DADE	EBENEZER DAY CARE	MIAMI-DADE	
EDC ACADEMY OF EXCELLENCE	MIAMI-DADE	EDC ACADEMY OF EXCELLENCE	MIAMI-DADE	
EDISON PARK K-8 CENTER	MIAMI-DADE	EDISON PARK K-8 CENTER	MIAMI-DADE	
EDISON PRIVATE SCHOOL	MIAMI-DADE	EDISON PRIVATE SCHOOL	MIAMI-DADE	
EDUCATIONAL WORLD LEARNING CENTER	MIAMI-DADE	EDUCATIONAL WORLD LEARNING CENTER	MIAMI-DADE	
EINSTEINS LEARNING CENTER 1 INC	MIAMI-DADE	EINSTEINS LEARNING CENTER 1 INC	MIAMI-DADE	
EMERSON ELEMENTARY SCHOOL	MIAMI-DADE	EMERSON ELEMENTARY SCHOOL	MIAMI-DADE	
EMPOWERING YOUTH INC.	MIAMI-DADE	EMPOWERING YOUTH INC	MIAMI-DADE	
ENEIDA M. HARTNER ELEMENTARY SCHOOL	MIAMI-DADE	ENEIDA M. HARTNER ELEMENTARY SCHOOL	MIAMI-DADE	
ENFAMILIA INC.	MIAMI-DADE	ENFAMILIA INC	MIAMI-DADE	
EPIPHANY SCHOOL	MIAMI-DADE	EPIPHANY SCHOOL	MIAMI-DADE	
ERNEST R. GRAHAM K-8 ACADEMY	MIAMI-DADE	ERNEST R. GRAHAM K-8 ACADEMY	MIAMI-DADE	
ETHEL F. BECKFORD/RICHMOND PRIMARY LEARNING CENTE	MIAMI-DADE	ETHEL F. BECKFORD/RICHMOND PRIMARY LEARNING CENTER	MIAMI-DADE	
ETHEL F. BECKFORD/RICHMOND PRIMARY LEARNING CENTER	MIAMI-DADE	ETHEL F. BECKFORD/RICHMOND PRIMARY LEARNING CENTER	MIAMI-DADE	
ETHEL KOGER BECKHAM K-8 CENTER	MIAMI-DADE	ETHEL KOGER BECKHAM K-8 CENTER	MIAMI-DADE	
EUGENIA B. THOMAS K-8 CENTER	MIAMI-DADE	EUGENIA B. THOMAS K-8 CENTER	MIAMI-DADE	
EVERGLADES K-8 CENTER	MIAMI-DADE	EVERGLADES K-8 CENTER	MIAMI-DADE	
EVERGLADES PREPARATORY ACADEMY	MIAMI-DADE	EVERGLADES PREPARATORY ACADEMY HIGH SCHOOL	MIAMI-DADE	
EVERGLADES PREPARATORY ACADEMY HIGH SCHOOL	MIAMI-DADE	EVERGLADES PREPARATORY ACADEMY HIGH SCHOOL	MIAMI-DADE	
EVERGLADES UNIVERSITY - MIAMI	MIAMI-DADE	EVERGLADES UNIVERSITY - MIAMI	MIAMI-DADE	
EXCELSIOR CHARTER ACADEMY	MIAMI-DADE	EXCELSIOR CHARTER ACADEMY	MIAMI-DADE	
EXCELSIOR LANGUAGE ACADEMY OF HIALEAH	MIAMI-DADE	EXCELSIOR LANGUAGE ACADEMY OF HIALEAH	MIAMI-DADE	
FAIRLAWN ELEMENTARY SCHOOL	MIAMI-DADE	FAIRLAWN ELEMENTARY SCHOOL	MIAMI-DADE	
FAITH FELLOWSHIP SCHOOL	MIAMI-DADE	FAITH FELLOWSHIP SCHOOL	MIAMI-DADE	
FANTASTIC LAND LEARNING CENTER	MIAMI-DADE	FANTASTIC LAND LEARNING CENTER	MIAMI-DADE	
FELIX VARELA SENIOR HIGH SCHOOL	MIAMI-DADE	FELIX VARELA SENIOR HIGH SCHOOL	MIAMI-DADE	
FIENBERG FISHER K-8 CENTER	MIAMI-DADE	FIENBERG FISHER K-8 CENTER	MIAMI-DADE	
FIRST UNITED METHODIST CHRISTIAN SCHOOL	MIAMI-DADE	FIRST UNITED METHODIST CHRISTIAN SCHOOL	MIAMI-DADE	
FISHER ISLAND DAY SCHOOL	MIAMI-DADE	FISHER ISLAND DAY SCHOOL	MIAMI-DADE	
FIU	MIAMI-DADE	FLORIDA INTERNATIONAL UNIVERSITY	MIAMI-DADE	
FIU BISCAYNE BAY	MIAMI-DADE	FLORIDA INTERNATIONAL UNIVERSITY- BISCAYNE BAY	MIAMI-DADE	
FIU-ENGINEERING	MIAMI-DADE	FLORIDA INTERNATIONAL UNIVERSITY	MIAMI-DADE	
FLAGAMI ELEMENTARY SCHOOL	MIAMI-DADE	FLAGAMI ELEMENTARY SCHOOL	MIAMI-DADE	
FLAMINGO ELEMENTARY SCHOOL	MIAMI-DADE	FLAMINGO ELEMENTARY SCHOOL	MIAMI-DADE	
FLORIDA CAREER COLLEGE - HIALAH	MIAMI-DADE	FLORIDA CAREER COLLEGE - HIALAH	MIAMI-DADE	
FLORIDA CAREER COLLEGE - MIAMI	MIAMI-DADE	FLORIDA CAREER COLLEGE - MIAMI	MIAMI-DADE	
FLORIDA CAREER COLLEGE-MIAMI	MIAMI-DADE	FLORIDA CAREER COLLEGE - MIAMI	MIAMI-DADE	
FLORIDA CHRISTIAN SCHOOL	MIAMI-DADE	FLORIDA CHRISTIAN SCHOOL	MIAMI-DADE	
FLORIDA CITY ELEMENTARY SCHOOL	MIAMI-DADE	FLORIDA CITY ELEMENTARY SCHOOL	MIAMI-DADE	
FLORIDA INTERNATIONAL TRAINING INSTITUTE	MIAMI-DADE	FLORIDA INTERNATIONAL TRAINING INSTITUTE	MIAMI-DADE	
FLORIDA INTERNATIONAL UNIVERSITY	MIAMI-DADE	FLORIDA INTERNATIONAL UNIVERSITY	MIAMI-DADE	
FLORIDA INTERNATIONAL UNIVERSITY BISCAYNE BAY	MIAMI-DADE	FLORIDA INTERNATIONAL UNIVERSITY- BISCAYNE BAY	MIAMI-DADE	
FLORIDA INTERNATIONAL UNIVERSITY: BISCAYNE BAY	MIAMI-DADE	FLORIDA INTERNATIONAL UNIVERSITY- BISCAYNE BAY	MIAMI-DADE	
FLORIDA MEMORIAL UNIVERSITY	MIAMI-DADE	FLORIDA MEMORIAL UNIVERSITY	MIAMI-DADE	
FLORIDA NATIONAL UNIVERSITY	MIAMI-DADE	FLORIDA NATIONAL UNIVERSITY	MIAMI-DADE	
FLORIDA NATIONAL UNIVERSITY- HIALEAH CAMPUS	MIAMI-DADE	FLORIDA NATIONAL UNIVERSITY- HIALEAH CAMPUS	MIAMI-DADE	
FLORIDA NATIONAL UNIVERSITY- SOUTH CAMPUS	MIAMI-DADE	FLORIDA NATIONAL UNIVERSITY- SOUTH CAMPUS	MIAMI-DADE	
FLORIDA NATIONAL UNIVERSITY-HIALEAH	MIAMI-DADE	FLORIDA NATIONAL UNIVERSITY- HIALEAH CAMPUS	MIAMI-DADE	
FLORIDA NATIONAL UNIVERSITY-SOUTH	MIAMI-DADE	FLORIDA NATIONAL UNIVERSITY- SOUTH CAMPUS	MIAMI-DADE	
FLORIDA TECHNICAL COLLEGE - CUTLER BAY	MIAMI-DADE	FLORIDA TECHNICAL COLLEGE - CUTLER BAY	MIAMI-DADE	
FLORIDA VOCATIONAL INSTITUTE	MIAMI-DADE	FLORIDA VOCATIONAL INSTITUTE	MIAMI-DADE	
FORTIS COLLEGE - CUTLER BAY	MIAMI-DADE	FORTIS COLLEGE - CUTLER BAY	MIAMI-DADE	
FRANCES S. TUCKER ELEMENTARY SCHOOL	MIAMI-DADE	FRANCES S. TUCKER ELEMENTARY SCHOOL	MIAMI-DADE	
FRANK CRAWFORD MARTIN K-8 CENTER	MIAMI-DADE	FRANK CRAWFORD MARTIN K-8 CENTER	MIAMI-DADE	
FREDERICK R. DOUGLASS ELEMENTARY	MIAMI-DADE	FREDERICK R. DOUGLASS ELEMENTARY SCHOOL	MIAMI-DADE	
FULFORD ELEMENTARY SCHOOL	MIAMI-DADE	FULFORD ELEMENTARY SCHOOL	MIAMI-DADE	
FUSION ACADEMY MIAMI	MIAMI-DADE	FUSION ACADEMY MIAMI	MIAMI-DADE	
FUTURE KIDS	MIAMI-DADE	FUTURE KIDS	MIAMI-DADE	
FUTURE LEADERS ACADEMY OF KENDALL CORP	MIAMI-DADE	FUTURE LEADERS ACADEMY OF KENDALL CORP	MIAMI-DADE	
G. HOLMES BRADDOCK SENIOR HIGH	MIAMI-DADE	G. HOLMES BRADDOCK SENIOR HIGH	MIAMI-DADE	
GABLES PRESCHOOL INC	MIAMI-DADE	GABLES PRESCHOOL INC	MIAMI-DADE	
GALOVIN ACADEMY	MIAMI-DADE	GALOVIN ACADEMY	MIAMI-DADE	
GAN KATAN	MIAMI-DADE	GAN KATAN	MIAMI-DADE	
GATEWAY ENVIRONMENTAL K-8 LEARNING CENTER	MIAMI-DADE	GATEWAY ENVIRONMENTAL K-8 LEARNING CENTER	MIAMI-DADE	
GEORGE T BAKER TECHNICAL COLLEGE	MIAMI-DADE	GEORGE T. BAKER AVIATION TECHNICAL COLLEGE	MIAMI-DADE	
GEORGE T. BAKER AVIATION TECHNICAL COLLEGE	MIAMI-DADE	GEORGE T. BAKER AVIATION TECHNICAL COLLEGE	MIAMI-DADE	
GEORGE W. CARVER ELEMENTARY SCHOOL	MIAMI-DADE	GEORGE WASHINGTON CARVER MIDDLE SCHOOL	MIAMI-DADE	
